point1,0.0136937499046,1.28042078018,0.0,0.0,0.0,0.653328735202,0.757074344936
point2,0.259320259094,3.48015379906,0.0,0.0,0.0,0.628830796726,0.777542171903
point3,0.790384352207,6.55899524689,0.0,0.0,0.0,0.996534844448,0.0831763415976
point4,-0.447050869465,6.93301439285,0.0,0.0,0.0,0.648578275945,0.761147961945
point5,-3.45813035965,7.71293735504,0.0,0.0,0.0,-0.765115364461,0.643893220236
point6,-5.12442064285,8.47088241577,0.0,0.0,0.0,0.651822362913,0.758371681438
point7,-4.44181013107,12.6303339005,0.0,0.0,0.0,0.997114208168,0.0759161107316
point8,-4.73938989639,5.36780929565,0.0,0.0,0.0,-0.752185331161,0.658951612478
point9,-0.254862189293,8.69872665405,0.0,0.0,0.0,0.648298213869,0.76138651544
point10,-5.93013095856,0.410693645477,0.0,0.0,0.0,0.995585889378,0.0938548713219
point11,-0.104137778282,0.410693645477,0.0,0.0,0.0,0.64461154766,0.764510269795
point12,-4.66350698471,12.459526062,0.0,0.0,0.0,-0.758238859303,0.651976864806
point13,-5.2810254097,8.02457809448,0.0,0.0,0.0,-0.0878569759277,0.99613309943
point14,0.594747304916,6.67991733551,0.0,0.0,0.0,-0.754934693675,0.65579997582
point15,-3.62221813202,6.16875934601,0.0,0.0,0.0,0.668529412259,0.743685703066
point16,-3.69957256317,9.17533874512,0.0,0.0,0.0,0.643625967286,0.7653401951
point17,-3.42520809174,7.48433589935,0.0,0.0,0.0,0.662958584991,0.748656072297
point18,-3.82388973236,6.43927288055,0.0,0.0,0.0,-0.727062086774,0.686571716557
point19,-3.7908987999,8.25782585144,0.0,0.0,0.0,0.997322114932,0.0731341169833
